Brand,UsedOrNew,Transmission,DriveType,FuelType,BodyType,Doors,Seats,Engine_cylinder_number,Engine_total_volume,ExteriorColour,Year,Kilometres,Price,fuel_comsumption_liter,fuel_comsumption_km
Mercedes-Benz,USED,Automatic,Rear,Hybrid,Sedan, 4 , 4 ,4 , 2 ,Blue ,2018,72540.0,39990.0,6.5,100.0
Toyota,USED,Automatic,Front,Hybrid,Hatchback, 5 , 5 ,4 , 1.8 ,Blue ,2020,87043.0,39990.0,4.2,100.0
Ford,USED,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,5 , 3.2 ,White ,2012,254121.0,21990.0,9.4,100.0
Honda,USED,Manual,Front,Premium,Hatchback, 3 , 4 ,4 , 2 ,Silver ,2008,165450.0,18990.0,9.3,100.0
Honda,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.5 ,White ,2022,15087.0,39990.0,7.3,100.0
Nissan,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.5 ,White ,2013,159056.0,21990.0,10.5,100.0
Hyundai,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2 ,White ,2017,97295.0,31990.0,6.8,100.0
Mazda,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Red ,2015,83095.0,26990.0,7.4,100.0
Toyota,USED,Automatic,Rear,Unleaded,Commercial, 4 , 5 ,4 , 2 ,White ,2015,167379.0,32900.0,7.68,100.0
Isuzu,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 3 ,White ,2017,192988.0,28999.0,7.7,100.0
Mercedes-Benz,USED,Automatic,Front,Diesel,Hatchback, 5 , 5 ,4 , 1.8 ,Blue ,2014,105663.0,22500.0,4.6,100.0
Toyota,USED,Manual,Rear,Unleaded,Commercial, 4 , 3 ,4 , 2.7 ,White ,2007,222603.0,17990.0,11.6,100.0
Ford,USED,Automatic,Front,Premium,SUV, 5 , 5 ,3 , 1 ,Blue ,2020,22300.0,27800.0,5.3,100.0
Mazda,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.5 ,Grey ,2022,11824.0,29990.0,5.2,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Silver ,2007,250318.0,10990.0,7.7,100.0
Jeep,USED,Automatic,4WD,Premium,SUV, 4 , 5 ,6 , 3.6 ,White ,2016,39967.0,34800.0,10.4,100.0
Hyundai,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Blue ,2020,38341.0,28984.0,7.9,100.0
Toyota,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.5 ,Silver ,2020,7528.0,32990.0,8.3,100.0
Honda,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.5 ,Silver ,2018,94385.0,19999.0,5.8,100.0
Toyota,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 1.2 ,Red ,2018,110047.0,29990.0,5.6,100.0
Kia,USED,Automatic,AWD,Diesel,SUV, 4 , 7 ,4 , 2.2 ,Silver ,2012,164189.0,16990.0,7.4,100.0
Holden,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,White ,2013,106722.0,10800.0,7.4,100.0
Isuzu,USED,Automatic,Front,Diesel,SUV, 4 , 7 ,4 , 3 ,White ,2018,72650.0,39880.0,8.1,100.0
Kia,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.8 ,Silver ,2015,123624.0,14995.0,7.1,100.0
Lexus,USED,Automatic,Rear,Premium,Sedan, 4 , 5 ,6 , 3.5 ,Silver ,2014,155620.0,27990.0,9.7,100.0
Mazda,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.5 ,White ,2018,53426.0,22990.0,4.9,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Silver ,2009,114727.0,14995.0,7.7,100.0
Toyota,USED,Automatic,AWD,Unleaded,SUV, 4 , 7 ,6 , 3.5 ,Grey ,2016,98983.0,39280.0,10.6,100.0
Volkswagen,USED,Automatic,Front,Premium,Hatchback, 3 , 5 ,4 , 2 ,Silver ,2007,160523.0,10990.0,8.1,100.0
Holden,USED,Automatic,Rear,Premium,Sedan, 4 , 5 ,8 , 6 ,White ,2015,96000.0,47990.0,11.8,100.0
Nissan,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Red ,2016,39397.0,23950.0,7.9,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,White ,2020,54368.0,26990.0,7.4,100.0
Holden,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Silver ,2014,220683.0,7990.0,7.4,100.0
Mini,USED,Manual,Other,Other,Hatchback, 4 , 5 ,4 , 2 ,Black ,2016,79008.0,28999.0,7.24,100.0
Toyota,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.5 ,Grey ,2013,89140.0,17900.0,7.8,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Red ,2013,149974.0,16990.0,6.6,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,White ,2019,44879.0,26990.0,7.4,100.0
Mazda,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,5 , 3.2 ,White ,2016,110909.0,34913.0,9.2,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,White ,2013,109519.0,19990.0,6.6,100.0
Kia,USED,Automatic,Rear,Unleaded,Sedan, 4 , 5 ,6 , 3.3 ,Grey ,2020,19372.0,55888.0,10.2,100.0
Toyota,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Silver ,2015,155198.0,24950.0,8.5,100.0
Honda,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.3 ,Green ,2012,111323.0,12800.0,6.6,100.0
BMW,USED,Automatic,Rear,Premium,Hatchback, 5 , 5 ,4 , 2 ,Grey ,2017,79882.0,41280.0,5.8,100.0
Volkswagen,USED,Manual,Front,Premium,Hatchback, 5 , 5 ,4 , 2 ,Silver ,2008,155839.0,13990.0,8.1,100.0
Subaru,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Grey ,2018,66805.0,33898.0,7.3,100.0
Ford,USED,Automatic,Rear,Diesel,SUV, 4 , 5 ,6 , 2.7 ,Silver ,2011,227646.0,8913.0,8.2,100.0
Kia,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.4 ,Silver ,2013,88465.0,14888.0,6.3,100.0
Holden,USED,Automatic,Rear,Unleaded,Sedan, 4 , 5 ,6 , 3.6 ,Blue ,2013,237426.0,15995.0,9.5,100.0
Toyota,USED,Manual,4WD,Diesel,Ute  Tray, 2 , 3 ,6 , 4.2 ,Red ,1999,41750.0,48999.0,0.0,100.0
Toyota,USED,Manual,Rear,Diesel,Ute  Tray, 4 , 5 ,4 , 3 ,White ,2013,345194.0,12990.0,8.1,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Red ,2017,130970.0,23990.0,6.1,100.0
Honda,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.5 ,Silver ,2016,35612.0,24888.0,6.0,100.0
Audi,USED,Automatic,Front,Premium,Hatchback, 5 , 5 ,4 , 1.8 ,Brown ,2013,148265.0,13999.0,6.7,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 4 , 5 ,4 , 1.6 ,Black ,2018,83494.0,27950.0,7.1,100.0
Mazda,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.5 ,Silver ,2012,85492.0,13990.0,6.8,100.0
Volkswagen,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,Grey ,2013,126408.0,19999.0,8.8,100.0
Renault,USED,Manual,Front,Diesel,Commercial, 4 , 3 ,4 , 1.6 ,White ,2017,173156.0,22950.0,6.2,100.0
Peugeot,USED,Manual,Front,Premium,Hatchback, 3 , 5 ,4 , 1.6 ,Grey ,2013,78783.0,14990.0,5.9,100.0
Land,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,Black ,2020,26227.0,69800.0,8.1,100.0
Honda,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.8 ,Black ,2017,101821.0,20995.0,6.6,100.0
Mitsubishi,USED,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.5 ,White ,2014,221872.0,14413.0,8.1,100.0
Nissan,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.8 ,White ,2015,90691.0,14776.0,6.7,100.0
Mazda,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.5 ,Blue ,2018,24305.0,29990.0,7.0,100.0
Audi,USED,Automatic,Front,Premium,Sedan, 4 , 5 ,4 , 2 ,Silver ,2007,168901.0,7950.0,8.3,100.0
Honda,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.4 ,Gold ,2005,167562.0,7949.0,9.3,100.0
Audi,USED,Automatic,AWD,Diesel,SUV, 5 , 5 ,6 , 3 ,Grey ,2016,152995.0,29999.0,6.8,100.0
Toyota,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.8 ,Silver ,2007,236946.0,8880.0,7.4,100.0
Holden,USED,Automatic,Rear,Unleaded,Wagon, 4 , 5 ,6 , 3.6 ,Silver ,2011,183580.0,12990.0,9.8,100.0
Mercedes-Benz,USED,Automatic,Other,Unleaded,Coupe, 4 , 5 ,4 , 2 ,Black ,2005,180499.0,9999.0,7.68,100.0
Nissan,USED,Automatic,Front,Diesel,SUV, 4 , 5 ,4 , 1.6 ,Red ,2015,124882.0,19888.0,5.3,100.0
Mazda,USED,Automatic,Front,Premium,Sedan, 4 , 5 ,4 , 2.3 ,Gold ,2005,247519.0,5950.0,8.9,100.0
Audi,USED,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 1.4 ,Blue ,2021,9819.0,51990.0,7.2,100.0
Lexus,USED,Automatic,Rear,Unleaded,Sedan, 4 , 5 ,6 , 3 ,Black ,2004,124230.0,16000.0,10.5,100.0
Mitsubishi,USED,Automatic,Rear,Diesel,Ute  Tray, 2 , 2 ,4 , 2.4 ,White ,2020,43839.0,33990.0,8.3,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Silver ,2012,106286.0,16990.0,6.9,100.0
Mercedes-Benz,USED,Automatic,Other,Unleaded,SUV, 4 , 5 ,4 , 2 ,Black ,2011,167420.0,15999.0,7.68,100.0
Toyota,USED,Automatic,Front,Unleaded,SUV, 4 , 7 ,6 , 3.5 ,White ,2018,128601.0,36888.0,9.1,100.0
Subaru,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,6 , 3.6 ,Black ,2011,91016.0,16999.0,10.3,100.0
Jaguar,USED,Automatic,Rear,Diesel,Sedan, 4 , 5 ,4 , 2.2 ,Grey ,2014,38821.0,29800.0,5.2,100.0
Nissan,USED,Automatic,Front,Unleaded,SUV, 4 , 7 ,4 , 2.5 ,White ,2015,94239.0,22990.0,7.9,100.0
Ford,USED,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,5 , 3.2 ,White ,2013,167122.0,23913.0,9.4,100.0
Honda,USED,Automatic,Front,Premium,Sedan, 4 , 5 ,4 , 2.4 ,Silver ,2004,207966.0,8990.0,9.4,100.0
Ford,USED,Manual,4WD,Diesel,Ute  Tray, 2 , 2 ,5 , 3.2 ,Other ,2017,108767.0,29999.0,8.3,100.0
Volkswagen,USED,Automatic,Front,Premium,Hatchback, 5 , 5 ,4 , 1.2 ,White ,2015,39578.0,16420.0,4.8,100.0
Mazda,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.5 ,Red ,2015,105633.0,16990.0,4.9,100.0
Nissan,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.8 ,Blue ,2002,169981.0,7880.0,8.0,100.0
Toyota,USED,Automatic,Other,Other,SUV, 4 , 5 ,4 , 2 ,Black ,2017,91702.0,38999.0,7.68,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 3 , 4 ,4 , 1.6 ,White ,2015,138263.0,21995.0,6.4,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Silver ,2006,238016.0,5999.0,7.4,100.0
Mercedes-Benz,USED,Automatic,Rear,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,White ,2013,44441.0,18990.0,7.2,100.0
Audi,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2 ,White ,2014,73021.0,27995.0,5.9,100.0
Holden,USED,Automatic,Front,Diesel,Sedan, 4 , 5 ,4 , 2 ,Silver ,2010,106831.0,8995.0,6.9,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,Red ,2012,209552.0,7995.0,7.6,100.0
Mitsubishi,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.4 ,Red ,2021,51311.0,30888.0,7.2,100.0
Toyota,USED,Automatic,Front,Hybrid,Hatchback, 5 , 5 ,3 , 1.5 ,Brown ,2022,17984.0,39990.0,3.3,100.0
Jeep,USED,Automatic,4WD,Diesel,SUV, 4 , 5 ,6 , 3 ,Black ,2014,137763.0,24990.0,7.5,100.0
Honda,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.5 ,Grey ,2022,21532.0,39990.0,7.3,100.0
Land,USED,Automatic,4WD,Diesel,SUV, 4 , 7 ,6 , 3 ,Black ,2015,139968.0,54990.0,8.8,100.0
MG,DEMO,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.5 ,Blue ,2022,15.0,23690.0,7.1,100.0
Mitsubishi,USED,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.4 ,Silver ,2015,154276.0,28990.0,7.2,100.0
Mercedes-Benz,USED,Automatic,Rear,Premium,Sedan, 4 , 5 ,8 , 5.5 ,Black ,2009,98170.0,34990.0,11.0,100.0
Toyota,USED,Automatic,Rear,Diesel,Commercial, 4 , 5 ,4 , 2 ,White ,2023,90.0,79800.0,7.42,100.0
Kia,USED,Manual,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.4 ,Silver ,2013,131990.0,11490.0,5.7,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,White ,2019,173605.0,18995.0,6.0,100.0
Toyota,USED,Automatic,Rear,Diesel,Commercial, 4 , 2 ,4 , 3 ,White ,2017,160331.0,34995.0,8.7,100.0
Holden,USED,Automatic,Rear,Unleaded,Wagon, 4 , 5 ,6 , 3 ,White ,2010,203500.0,7995.0,9.3,100.0
Toyota,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,White ,2018,37726.0,49913.0,8.5,100.0
Mazda,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2.5 ,White ,2018,50304.0,23400.0,6.1,100.0
BMW,USED,Automatic,Rear,Premium,Hatchback, 5 , 5 ,6 , 3 ,White ,2018,59223.0,44990.0,7.1,100.0
Hyundai,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.6 ,Silver ,2013,103629.0,12995.0,6.4,100.0
Holden,USED,Automatic,Rear,Unleaded,SUV, 4 , 5 ,4 , 2 ,Silver ,2013,224899.0,15800.0,7.9799999999999995,100.0
Jeep,USED,Automatic,4WD,Diesel,SUV, 4 , 5 ,6 , 3 ,Red ,2015,92805.0,23913.0,7.5,100.0
Mercedes-Benz,USED,Automatic,Rear,Unleaded,Sedan, 4 , 5 ,4 , 1.8 ,Black ,2005,98800.0,9888.0,9.5,100.0
Holden,USED,Automatic,Rear,Unleaded,Wagon, 4 , 5 ,6 , 3.6 ,Silver ,2009,127994.0,13990.0,11.0,100.0
Subaru,USED,Automatic,AWD,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,Black ,2015,171352.0,15999.0,6.8,100.0
Mazda,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,5 , 3.2 ,White ,2015,31931.0,38800.0,9.2,100.0
Suzuki,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.4 ,Black ,2011,158817.0,11800.0,6.2,100.0
Volkswagen,USED,Manual,Front,Premium,Hatchback, 5 , 5 ,4 , 1.4 ,Grey ,2016,89757.0,16990.0,5.7,100.0
Mitsubishi,USED,Automatic,Other,Other,Wagon, 4 , 5 ,4 , 2 ,Blue ,2017,151105.0,36999.0,7.68,100.0
Mercedes-Benz,USED,Automatic,Rear,Premium,Sedan, 4 , 5 ,4 , 1.8 ,Silver ,2011,120209.0,18990.0,7.6,100.0
Holden,USED,Automatic,Rear,Unleaded,Wagon, 4 , 5 ,6 , 3 ,White ,2011,174239.0,13800.0,8.9,100.0
Toyota,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.4 ,Gold ,2004,95362.0,12995.0,9.5,100.0
Toyota,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 1.2 ,Other ,2018,67615.0,32980.0,5.6,100.0
Peugeot,USED,Automatic,Front,Premium,Hatchback, 5 , 5 ,3 , 1.2 ,Red ,2017,41522.0,18777.0,5.1,100.0
Audi,USED,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 1.4 ,Yellow ,2018,38238.0,35800.0,5.3,100.0
Kia,USED,Automatic,AWD,Diesel,SUV, 4 , 7 ,4 , 2.2 ,White ,2018,157465.0,28950.0,7.2,100.0
BMW,USED,Automatic,Front,Premium,Hatchback, 4 , 5 ,3 , 1.5 ,White ,2017,44286.0,26800.0,5.2,100.0
Hyundai,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2 ,White ,2017,116134.0,28880.0,6.8,100.0
Nissan,USED,Manual,4WD,Diesel,SUV, 4 , 7 ,4 , 3 ,Blue ,2007,165374.0,32950.0,10.8,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,White ,2020,40178.0,26300.0,7.4,100.0
Honda,USED,Automatic,Front,Premium,Sedan, 4 , 5 ,4 , 2.4 ,Red ,2010,191701.0,10499.0,8.9,100.0
Mitsubishi,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2019,43534.0,25990.0,7.6,100.0
Nissan,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2015,77936.0,23990.0,6.9,100.0
Toyota,USED,Manual,4WD,Diesel,Ute  Tray, 2 , 3 ,8 , 4.5 ,White ,2015,217658.0,56913.0,11.5,100.0
Volkswagen,USED,Automatic,Front,Premium,Wagon, 4 , 5 ,4 , 1.8 ,White ,2015,49801.0,26990.0,6.0,100.0
Subaru,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Black ,2013,121608.0,16950.0,8.1,100.0
Renault,USED,Automatic,Front,Premium,Wagon, 4 , 5 ,4 , 1.2 ,Black ,2014,112133.0,13999.0,5.6,100.0
Renault,USED,Manual,Front,Diesel,Commercial, 4 , 3 ,4 , 1.6 ,White ,2018,153438.0,31950.0,6.2,100.0
Toyota,USED,Manual,Rear,Unleaded,Ute  Tray, 2 , 3 ,4 , 2.7 ,White ,2013,215189.0,13995.0,11.0,100.0
Holden,USED,Manual,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.6 ,Black ,2016,139558.0,12990.0,7.4,100.0
Rolls-Royce,USED,Automatic,Rear,Premium,Sedan, 4 , 5 ,12 , 6.6 ,Silver ,2011,45385.0,329990.0,13.6,100.0
Volkswagen,USED,Manual,Rear,Diesel,Commercial, 3 , 2 ,4 , 2 ,White ,2016,265837.0,25995.0,0.0,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,White ,2010,186939.0,10995.0,7.6,100.0
BMW,USED,Automatic,Rear,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2013,149501.0,23990.0,7.68,100.0
Kia,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,White ,2015,103354.0,15888.0,7.1,100.0
Toyota,USED,Automatic,Front,Unleaded,Wagon, 4 , 8 ,4 , 2.4 ,White ,2012,115000.0,22999.0,8.9,100.0
Toyota,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.5 ,Other ,2017,97480.0,23999.0,7.9,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,White ,2018,82020.0,29888.0,6.0,100.0
Honda,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.8 ,Grey ,2020,29007.0,34990.0,6.7,100.0
Kia,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2017,115759.0,24990.0,7.9,100.0
Volkswagen,USED,Automatic,Front,Diesel,Hatchback, 4 , 5 ,4 , 2 ,Grey ,2015,168624.0,16800.0,7.68,100.0
Land,USED,Automatic,Other,Diesel,Wagon, 4 , 5 ,4 , 2 ,Gold ,2004,236221.0,9999.0,7.68,100.0
Toyota,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.4 ,Blue ,2006,260901.0,6990.0,9.9,100.0
Hyundai,USED,Automatic,Rear,Diesel,Commercial, 4 , 3 ,4 , 2.5 ,Grey ,2018,57505.0,35995.0,8.8,100.0
Subaru,USED,Manual,AWD,Premium,Sedan, 4 , 5 ,4 , 2.5 ,Grey ,2009,153891.0,16420.0,10.7,100.0
Holden,USED,Manual,Rear,Unleaded,Ute  Tray, 4 , 5 ,6 , 3.5 ,White ,2005,169587.0,9913.0,0.0,100.0
BMW,USED,Automatic,Rear,Diesel,Coupe, 2 , 4 ,4 , 2 ,Black ,2013,170658.0,17890.0,5.3,100.0
Toyota,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2015,119342.0,21888.0,7.4,100.0
Volkswagen,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,6 , 3 ,Blue ,2016,132194.0,41950.0,7.8,100.0
Holden,USED,Automatic,Front,Premium,Hatchback, 5 , 5 ,4 , 1.6 ,Red ,2017,128928.0,15984.0,6.3,100.0
Toyota,USED,Automatic,4WD,Unleaded,SUV, 4 , 7 ,6 , 3.5 ,White ,2010,269287.0,13995.0,11.0,100.0
Toyota,USED,Automatic,Front,Hybrid,Hatchback, 5 , 5 ,4 , 1.8 ,Silver ,2019,60906.0,35990.0,4.2,100.0
Nissan,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Red ,2015,188702.0,14900.0,7.9,100.0
BMW,USED,Automatic,Front,Diesel,SUV, 4 , 5 ,4 , 2 ,Brown ,2017,41275.0,34880.0,4.7,100.0
Mazda,USED,Automatic,Front,Premium,Wagon, 4 , 5 ,4 , 2.5 ,Red ,2008,196135.0,8950.0,8.9,100.0
Ford,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,5 , 3.2 ,White ,2017,196114.0,36990.0,8.8,100.0
Hyundai,USED,Automatic,Rear,Premium,Wagon, 4 , 8 ,4 , 2.4 ,Silver ,2009,152352.0,19990.0,10.6,100.0
Toyota,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2.2 ,Silver ,2013,165245.0,16995.0,6.5,100.0
Toyota,USED,Automatic,4WD,Unleaded,SUV, 4 , 7 ,6 , 3.5 ,White ,2012,101222.0,23990.0,11.0,100.0
Holden,USED,Automatic,Rear,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,White ,2018,164863.0,23888.0,8.8,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Silver ,2016,74113.0,24950.0,6.1,100.0
Holden,USED,Automatic,AWD,Unleaded,SUV, 4 , 7 ,6 , 3 ,Gold ,2012,121948.0,8999.0,11.3,100.0
Mercedes-Benz,USED,Automatic,Rear,Premium,Sedan, 4 , 5 ,4 , 1.8 ,Silver ,2009,73989.0,13913.0,8.2,100.0
Skoda,USED,Automatic,Front,Diesel,Wagon, 4 , 5 ,4 , 2 ,Grey ,2010,81608.0,11880.0,5.5,100.0
Holden,USED,Automatic,Other,Unleaded,Wagon, 4 , 5 ,4 , 2 ,White ,2014,166136.0,23995.0,7.68,100.0
Lexus,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2019,5159.0,43990.0,5.8,100.0
Hyundai,USED,Automatic,Rear,Premium,Wagon, 4 , 8 ,4 , 2.4 ,Grey ,2009,240239.0,15990.0,10.6,100.0
Hyundai,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2019,104066.0,26990.0,7.9,100.0
Toyota,USED,Automatic,Other,Other,Wagon, 4 , 5 ,4 , 2.4 ,Gold ,2009,179643.0,12990.0,7.68,100.0
Kia,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.4 ,Red ,2020,67712.0,21800.0,6.0,100.0
Skoda,USED,Automatic,Front,Premium,Wagon, 4 , 5 ,4 , 1.4 ,Blue ,2019,19768.0,23990.0,6.0,100.0
Nissan,USED,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.3 ,Silver ,2018,62782.0,41990.0,6.5,100.0
Ford,USED,Manual,Rear,Diesel,Commercial, 4 , 5 ,4 , 2 ,White ,2016,183441.0,34990.0,6.380000000000001,100.0
Toyota,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,White ,2017,162384.0,37888.0,8.5,100.0
Jaguar,USED,Automatic,Rear,Diesel,Sedan, 4 , 5 ,6 , 3 ,Black ,2011,133360.0,23950.0,6.8,100.0
Mitsubishi,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2017,89044.0,20995.0,7.4,100.0
Kia,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.2 ,Grey ,2021,4758.0,20444.0,5.8,100.0
Toyota,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2015,130569.0,23400.0,7.4,100.0
Honda,USED,Manual,Front,Premium,Hatchback, 5 , 4 ,4 , 2 ,Red ,2017,88363.0,49880.0,8.8,100.0
Toyota,USED,Manual,4WD,Unleaded,SUV, 4 , 5 ,4 , 2.4 ,Black ,2007,192415.0,10999.0,9.6,100.0
Isuzu,USED,Manual,Rear,Diesel,Ute  Tray, 2 , 2 ,4 , 3 ,White ,2013,223907.0,14913.0,8.0,100.0
Ford,USED,Automatic,AWD,Diesel,SUV, 4 , 7 ,6 , 2.7 ,Grey ,2012,157563.0,16999.0,9.0,100.0
Isuzu,USED,Automatic,4WD,Diesel,Ute  Tray, 2 , 4 ,4 , 3 ,White ,2016,310215.0,21990.0,8.1,100.0
Mazda,USED,Manual,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Grey ,2016,209628.0,13995.0,5.8,100.0
Kia,USED,Automatic,Front,Unleaded,Wagon, 4 , 8 ,6 , 3.3 ,White ,2018,76027.0,41999.0,11.6,100.0
Kia,USED,Automatic,Front,Unleaded,Coupe, 2 , 5 ,4 , 2 ,Red ,2011,97125.0,11990.0,7.8,100.0
Mazda,USED,Manual,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,White ,2019,55677.0,24888.0,6.2,100.0
